time,open,high,low,close
1737093600,12.55,13.6,12.51,13.09
1737352800,13.09,13.81,12.89,13.58
1737439200,13.6,13.65,13.27,13.4
1737525600,13.32,13.51,13.08,13.18
1737612000,13.4,13.46,13.16,13.23
1737698400,13.23,13.42,13.07,13.15
1737957600,13.32,13.32,12.88,13.03
1738044000,13.03,13.14,12.68,12.68
1738130400,12.68,13.07,12.58,12.58
1738216800,12.58,12.8,12.31,12.31
1738303200,12.36,12.76,11.95,12.07
